t0,symbol,label,asia_range,atr14,asia_range_atr,eqh_touch_count,eql_touch_count,sweep_dir,sweep_depth_atr,minutes_from_london_open,bars_from_sweep_to_mss,bars_from_sweep_to_mss_norm,confirm_range_atr,entry_dist_atr,rr,side,entry,stop,tp,sweep_time,fill_time
2025-11-18 08:45:00+00:00,GBPJPY,0,0.38999999999998636,0.12478571428571529,3.1253577561532713,1,1,-1,0.33657698912422296,0.125,8.0,0.6666666666666666,1.0738408700628452,0.21524899828276245,3.8560016817327605,Short,204.14186,204.237,203.775,2025-11-18T08:05:00+00:00,2025-11-18T08:55:00+00:00
2025-11-19 08:45:00+00:00,USDJPY,0,0.3689999999999998,0.05242857142857206,7.038147138964488,1,1,-1,0.5722070844686796,0.125,5.0,0.4166666666666667,1.3923705722066688,0.09861035422329033,7.122708855875551,Short,155.58317,155.635,155.214,2025-11-19T08:20:00+00:00,2025-11-19T08:50:00+00:00
2025-11-19 09:05:00+00:00,EURUSD,0,0.0024699999999999722,0.000424999999999977,5.811764705882602,1,1,1,0.1411764705881229,0.18055555555555555,5.0,0.4166666666666667,1.0352941176471053,0.27670588235255367,6.234314980791276,Long,1.1577824,1.15747,1.15973,2025-11-19T08:40:00+00:00,2025-11-19T09:10:00+00:00
2025-11-19 09:05:00+00:00,GBPUSD,0,0.0025999999999999357,0.0005442857142857115,4.7769028871390145,2,3,1,0.20209973753290958,0.18055555555555555,5.0,0.4166666666666667,1.947506561679912,0.4545406824149205,2.8798830720170927,Long,1.3133526,1.3126,1.31552,2025-11-19T08:40:00+00:00,2025-11-19T09:10:00+00:00
2025-11-19 10:05:00+00:00,GBPJPY,0,0.5229999999999961,0.11471428571428532,4.559153175591513,1,1,-1,0.4184308841843261,0.3472222222222222,6.0,0.5,1.05479452054803,0.1925653798255804,6.461296705853768,Short,204.54609,204.632,203.991,2025-11-19T09:35:00+00:00,2025-11-19T10:10:00+00:00
2025-11-20 08:05:00+00:00,GBPUSD,0,0.0032999999999998586,0.0005457142857142763,6.047120418848013,1,1,-1,1.0261780104714344,0.013888888888888888,1.0,0.08333333333333333,3.170157068062899,0.08850785340314493,2.1832614182202925,Short,1.3064517,1.30768,1.30377,2025-11-20T08:00:00+00:00,2025-11-20T08:10:00+00:00
2025-11-20 13:00:00+00:00,EURUSD,0,0.002930000000000099,0.000322142857142874,9.095343680709366,1,1,1,0.713968957871212,0.8333333333333334,2.0,0.16666666666666666,1.427937915742424,0.19680709534347088,7.726270667484429,Long,1.1514266,1.1511,1.15395,2025-11-20T12:50:00+00:00,2025-11-20T13:05:00+00:00
2025-11-20 13:30:00+00:00,USDJPY,0,0.9019999999999868,0.10007142857142728,9.013561741613117,1,1,-1,1.0292648108494928,0.9166666666666666,0.0,0.0,6.605281941470477,0.7825410421129474,1.1414416909931175,Short,157.41669,157.886,156.881,2025-11-20T13:30:00+00:00,2025-11-20T13:35:00+00:00
2025-11-21 08:05:00+00:00,GBPJPY,0,1.1779999999999973,0.17528571428571485,6.7204563977179745,1,1,1,0.3080684596577124,0.013888888888888888,1.0,0.08333333333333333,1.3520782396087678,0.39210268948648264,5.572769953051345,Long,205.11427,204.946,206.052,2025-11-21T08:00:00+00:00,2025-11-21T08:10:00+00:00
2025-11-21 08:35:00+00:00,USDJPY,0,0.9350000000000023,0.1279999999999981,7.304687500000127,1,1,1,0.16406249999989764,0.09722222222222222,4.0,0.3333333333333333,0.9453124999998649,0.2663281249999412,9.208357583519296,Long,156.75491,156.669,157.546,2025-11-21T08:15:00+00:00,2025-11-21T08:40:00+00:00
2025-11-21 09:05:00+00:00,GBPUSD,1,0.003149999999999986,0.0008414285714285168,3.7436332767404643,1,1,-1,0.03565365025464093,0.18055555555555555,8.0,0.6666666666666666,1.0814940577249879,0.31363327674023855,3.6896765206626974,Short,1.3089839,1.30963,1.3066,2025-11-21T08:25:00+00:00,2025-11-21T09:15:00+00:00
2025-11-21 09:05:00+00:00,EURUSD,1,0.0019299999999999873,0.0006192857142857429,3.1164936562858796,1,2,-1,0.6620530565167284,0.18055555555555555,10.0,0.8333333333333334,1.2756632064587472,0.33764705882345264,1.4068461401319696,Short,1.1536391,1.1542,1.15285,2025-11-21T08:15:00+00:00,2025-11-21T09:10:00+00:00
2025-11-24 08:55:00+00:00,EURUSD,0,0.0026200000000000667,0.00047071428571429256,5.5660091047041576,1,2,-1,0.29742033383920746,0.1527777777777778,9.0,0.75,0.7647951441580969,0.07562974203319901,9.993740219092153,Short,1.1527544,1.15301,1.1502,2025-11-24T08:10:00+00:00,2025-11-24T09:00:00+00:00
2025-11-24 09:05:00+00:00,GBPJPY,0,0.35499999999998977,0.10164285714286743,3.492621222768344,1,1,-1,0.10822206605785091,0.18055555555555555,11.0,0.9166666666666666,0.7870695713282233,0.16921995783556662,6.552816901407192,Short,205.4192,205.476,205.047,2025-11-24T08:10:00+00:00,2025-11-24T09:10:00+00:00
2025-11-24 09:05:00+00:00,USDJPY,0,0.38999999999998636,0.07171428571428708,5.438247011951898,1,1,-1,0.26494023904389574,0.18055555555555555,3.0,0.25,0.906374501991983,0.17918326693207284,7.884073672803788,Short,156.86384999999999,156.91,156.5,2025-11-24T08:50:00+00:00,2025-11-24T09:10:00+00:00
2025-11-24 13:40:00+00:00,GBPUSD,0,0.0026200000000000667,0.0004971428571428627,5.270114942528811,1,1,-1,0.08045977011457546,0.9444444444444444,12.0,1.0,1.5086206896547663,0.27658045977036055,4.44600938967297,Short,1.3109375,1.31147,1.30857,2025-11-24T12:40:00+00:00,2025-11-24T13:45:00+00:00
2025-11-25 08:50:00+00:00,GBPUSD,0,0.0033199999999999896,0.0006335714285714238,5.240135287485931,1,1,-1,0.03156708004495241,0.1388888888888889,4.0,0.3333333333333333,1.294250281848656,0.18593010146553018,2.761593953967709,Short,1.3111578,1.31174,1.30955,2025-11-25T08:30:00+00:00,2025-11-25T08:55:00+00:00
2025-11-26 08:35:00+00:00,GBPJPY,0,0.7860000000000014,0.10735714285714185,7.321357285429223,1,1,-1,0.23286759813711436,0.09722222222222222,7.0,0.5833333333333334,1.117764471057937,0.06333998669326546,8.683098591547838,Short,206.0828,206.168,205.343,2025-11-26T08:00:00+00:00,2025-11-26T08:40:00+00:00
2025-11-26 09:05:00+00:00,USDJPY,0,0.8100000000000023,0.0703571428571418,11.512690355330154,1,1,-1,0.4406091370559282,0.18055555555555555,2.0,0.16666666666666666,0.9380710659898973,0.09750253807091092,15.474605206996673,Short,156.37814,156.425,155.653,2025-11-26T08:55:00+00:00,2025-11-26T09:10:00+00:00
2025-11-26 12:00:00+00:00,GBPUSD,1,0.0040000000000000036,0.0012242857142857094,3.267211201866994,1,1,-1,0.31038506417740247,0.6666666666666666,4.0,0.3333333333333333,1.5519253208866497,0.2033838973161742,0.1193476649370637,Short,1.315981,1.31733,1.31582,2025-11-26T11:40:00+00:00,2025-11-26T12:05:00+00:00
2025-11-27 08:30:00+00:00,USDJPY,0,0.5799999999999841,0.060785714285716254,9.541715628671579,1,1,-1,0.04935370152784863,0.08333333333333333,2.0,0.16666666666666666,0.9377203290249158,0.008719153936974677,11.354830738819148,Short,156.18253,156.223,155.723,2025-11-27T08:20:00+00:00,2025-11-27T08:35:00+00:00
2025-11-27 09:35:00+00:00,EURUSD,0,0.0027399999999999647,0.00036714285714286747,7.463035019454947,2,1,1,1.579766536965004,0.2638888888888889,5.0,0.4166666666666667,0.5719844357977677,0.029688715953101893,22.809523809521327,Long,1.1579291,1.15778,1.16133,2025-11-27T09:10:00+00:00,2025-11-27T09:40:00+00:00
2025-11-27 13:55:00+00:00,GBPJPY,0,0.625,0.06628571428571613,9.428879310344566,1,1,-1,0.01508620689662334,0.9861111111111112,5.0,0.4166666666666667,1.3879310344829157,0.27637931034507623,7.69565217391136,Short,206.93668,207.002,206.434,2025-11-27T13:30:00+00:00,2025-11-27T14:00:00+00:00
2025-12-01 08:30:00+00:00,USDJPY,0,0.6859999999999786,0.07414285714285589,9.252408477841872,1,1,1,0.013487475915286208,0.08333333333333333,5.0,0.4166666666666667,1.5375722543353445,0.44589595375731506,7.376575240919348,Long,155.39494,155.314,155.992,2025-12-01T08:05:00+00:00,2025-12-01T09:25:00+00:00
2025-12-01 08:35:00+00:00,EURUSD,0,0.002610000000000001,0.00045642857142856396,5.718309859155026,1,1,-1,0.08763693270744433,0.09722222222222222,5.0,0.4166666666666667,1.0954616588418378,0.29577464788732055,6.323943661974059,Short,1.161205,1.16156,1.15896,2025-12-01T08:10:00+00:00,2025-12-01T08:40:00+00:00
2025-12-01 08:40:00+00:00,GBPJPY,0,1.086999999999989,0.11364285714286179,9.565053425518055,1,1,1,0.41357636706469625,0.1111111111111111,8.0,0.6666666666666666,1.3111250785668933,0.1037460716529618,8.963134511767379,Long,205.48379,205.378,206.432,2025-12-01T08:00:00+00:00,2025-12-01T08:45:00+00:00
2025-12-01 09:05:00+00:00,GBPUSD,1,0.003649999999999931,0.0007721428571428879,4.727104532839686,1,1,1,0.06475485661409257,0.18055555555555555,7.0,0.5833333333333334,0.9324699352448885,0.14090656799261972,4.90766823161355,Long,1.3222112,1.3217,1.32472,2025-12-01T08:30:00+00:00,2025-12-01T09:10:00+00:00
2025-12-02 09:50:00+00:00,EURUSD,0,0.0012499999999999734,0.0003521428571428802,3.549695740364803,1,1,1,0.4543610547665283,0.3055555555555556,1.0,0.08333333333333333,2.186612576064588,0.15135902636925463,0.9754892994332675,Long,1.1611067,1.16056,1.16164,2025-12-02T09:45:00+00:00,2025-12-02T09:55:00+00:00
2025-12-02 09:50:00+00:00,GBPUSD,0,0.0018500000000001293,0.000548571428571422,3.3723958333336093,1,1,1,0.40104166666646535,0.3055555555555556,1.0,0.08333333333333333,2.4609374999999605,0.4220052083328244,0.7631716223263648,Long,1.3214385000000002,1.32048,1.32217,2025-12-02T09:45:00+00:00,2025-12-02T09:55:00+00:00
2025-12-03 08:25:00+00:00,GBPJPY,0,0.42499999999998295,0.07235714285714323,5.873642645606842,1,1,-1,0.1105626850939154,0.06944444444444445,5.0,0.4166666666666667,1.091806515301187,0.15326752221119522,5.881797111783114,Short,206.11791,206.174,205.788,2025-12-03T08:00:00+00:00,2025-12-03T08:30:00+00:00
2025-12-03 11:00:00+00:00,EURUSD,0,0.0025000000000001688,0.00035000000000000905,7.14285714285744,2,1,-1,0.6285714285710893,0.5,10.0,0.8333333333333334,1.0857142857143918,0.3148571428569896,11.268346923643243,Short,1.1658202,1.16609,1.16278,2025-12-03T10:10:00+00:00,2025-12-03T11:10:00+00:00
2025-12-04 08:40:00+00:00,USDJPY,0,0.5190000000000055,0.0911428571428518,5.694357366771554,1,1,1,0.6583072100314116,0.1111111111111111,7.0,0.5833333333333334,1.261755485893279,0.15744514106592128,7.7446417636256175,Long,154.91065,154.829,155.543,2025-12-04T08:05:00+00:00,2025-12-04T08:45:00+00:00
2025-12-04 08:40:00+00:00,GBPJPY,0,0.47100000000000364,0.11471428571428735,4.105853051058504,1,1,1,0.7322540473225577,0.1111111111111111,8.0,0.6666666666666666,0.9763387297635755,0.03940224159389286,6.168008048289806,Long,206.86852,206.789,207.359,2025-12-04T08:00:00+00:00,2025-12-04T08:45:00+00:00
